;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Informações do Empreendimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Financiamento da Obra;;;;;;;;;;;;;Informações das Unidades;;;;;;;;;;;;;;;;;;;;;;;;;;Financiamento ao Comprador;;;;;
RGI;Código no Mapa;Empreendimento;Edifício;Zona de Valor;Endereço;Bairro;Distrito;Região;Cidade;UF;CEP;Zoneamento;Setor;Quadra;Data Lançamento;Data Entrega;Data Ocupação;Data Projeto Aprovado;Tipologia;Classificação do tipo;Padrão;Status;Área Terreno;Área Total Construída;Torres;Nº de Elevadores;Registro de Incorporação;Infraestrutura;Grupo Incorporador Apelido;Grupo Incorporador;Incorporadora 1;Incorporadora 2;Incorporadora 3;Incorporadora 4;Construtora 1;Construtora 2;Vendedora 1;Vendedora 2;Vendedora 3;Vendedora 4;Banco;Unidade;Dormitórios;Suítes;Banheiros;Nº Vagas;Área Privativa;Área Total;Nº Total de Unidades;Nº Unidades por Pavimento;Nº de Pavimentos;Valor do Dolar no lançamento;(VMU)Preço de venda da unidade no lançamento;(VUV)Preço m2 privativo no lançamento;(VMU)Preço de venda da unidade atualizado INCC;(VUV)Preço m2 privativo atualizado INCC;(VMU)Preço de venda da unidade atualizado IGPM;(VUV)Preço m2 privativo atualizado IGPM;(VMU)Preço de venda da unidade atualizado CUB;(VUV)Preço m2 privativo atualizado CUB;(VMU)Preço de venda da unidade na data pesquisa;(VUV)Preço m2 privativo na data pesquisa;% Unidades Vendidas;% Unidades a Vender;Unidades Vendidas;Qtd em Estoque;VGV;Modalidade;Banco;Condições de pagamento;Responsabilidade do Comprador;Data Pesquisa;Observações
3634512;15;BOSQUE DE CORDOBA;TORRE 1,2,3,4;SOROCABA - SP;AV DOM PEDRO I, 155;VILA HARO;SEM DISTRITO;;SOROCABA;SP;18015-005;;0;0;dez/13;dez/15;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;12.862,65;;4;2;;Quadra Gramada, Piscina Adulta, Salao de Festas, Piscina Infantil, Playground, Fitness,;MAGNUM;MAGNUM COMERCIAL E CONSTRUTORA LTDA;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;;;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;;;;2 DORMS;2;0;1;1;50,00;75,00;128;4;8;2,35;141.000,00;2.820,00;184.371,67;3.687,43;182.493,08;3.649,86;174.595,49;3.491,91;188.000,00;3.760,00;100,00;0,00;128;0;18.048.000,00;Preço Fechado;;;;04/02/2016;
3633512;16;BOSQUE DE MADRID;TORRE 1,2,3,4;SOROCABA - SP;R MANOEL LOPES, 0;VILA HORTENCIA;SEM DISTRITO;INTERIOR;SOROCABA;SP;18020-218;;0;0;jan/13;out/14;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;PRONTO;15.000,00;;4;2;;Churrasqueira, Piscina Adulta, Espaco Gourmet, Piscina Infantil, Pista de Cooper, Playground,;MAGNUM;MAGNUM COMERCIAL E CONSTRUTORA LTDA;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;;;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;;;;2 DORMS;2;0;1;1;50,00;75,00;128;4;8;2,03;136.320,00;2.726,40;190.891,68;3.817,83;185.531,33;3.710,63;181.146,23;3.622,92;150.000,00;3.000,00;100,00;0,00;128;0;17.448.960,00;Preço Fechado;;;;19/12/2013;
33914714;17;BOTANICO;BLOCO 1, BLOCO 2, BLOCO 3, BLOCO 4, BLOCO 5, BLOCO 6, BLOCO 7, BLOCO 8, BLOCO 9, BLOCO 10, BLOCO 11, BLOCO 12, BLOCO 13, BLOCO 14, BLOCO 15;SOROCABA - SP;AV ADAO PEREIRA DE CAMARGO, 532;VILA AEROPORTO;SEM DISTRITO;;SOROCABA;SP;18066-020;;0;0;fev/14;fev/17;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;10.000,00;;15;0;;Quadra Poli-Esportiva, Churrasqueira, Espaco Gourmet, Playground, Fitness, Praca Chafariz,;JC MORAIS;JC MORAIS ASSESSORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA;JC MORAIS ASSESSORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA;;;;JC MORAIS ASSESSORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA;;JC MORAIS ASSESSORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA;;;;;2 DORMS;2;0;1;1;53,06;77,02;192;4;3;2,38;145.000,00;2.732,76;187.342,41;3.530,77;186.056,96;3.506,54;179.051,89;3.374,52;179.780,00;3.388,24;100,00;0,00;192;0;27.840.000,00;Preço Fechado;;;;17/03/2017;
39411417;18;BOUGANVILLE;(LOTEAMENTO FECHADO);SOROCABA - SP;R SAO PAULO, 3720;JARDIM SANTA ROSALIA;SEM DISTRITO;;SOROCABA;SP;18090-190;;0;0;jan/14;jan/18;;;Loteamento;;PADRAO MEDIO-S/ELEVADOR;PRONTO;218.449,49;;0;0;;Academia, Quadra Poli-Esportiva, Salao de Festas, Playground,;FOC;FOC EMPREENDIMENTOS;FOC EMPREENDIMENTOS;;;;FOC EMPREENDIMENTOS;;ADALTO NEGOCIOS IMOBILIARIOS;;;;;LOTE;0;0;0;0;360,00;360,00;280;0;0;2,38;177.984,00;494,40;230.707,84;640,86;229.258,13;636,83;220.289,34;611,91;288.000,00;800,00;94,29;5,71;264;16;49.835.520,00;Preço Fechado;;;;26/09/2018;LF: Ficha revisada OK. 08/05/2018.
312561113;19;BOULEVARD IPANEMA;TORRE 1,2,3 (1° FASE);SOROCABA - SP;AL ITAPORANGA, 0;VILA NOVA SOROCABA;SEM DISTRITO;INTERIOR;SOROCABA;SP;18070-690;;0;0;abr/13;mar/15;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;PRONTO;9.000,00;;5;0;;Quadra Poli-Esportiva, Espaco Gourmet, Playground,;DELGADO SETZES;DELGADO SETZER INCORPORADORA E CONSTRUTORA;DELGADO SETZER INCORPORADORA E CONSTRUTORA;;;;DELGADO SETZER INCORPORADORA E CONSTRUTORA;;DELGADO SETZER INCORPORADORA E CONSTRUTORA;;;;;2 DORMS;2;0;1;1;50,00;75,00;36;6;4;2,01;114.390,00;2.287,80;157.721,00;3.154,42;154.687,88;3.093,76;151.380,02;3.027,60;123.000,00;2.460,00;100,00;0,00;36;0;4.118.040,00;Preço Fechado;;;;24/03/2014;
312561113;19;BOULEVARD IPANEMA;TORRE 1,2,3 (1° FASE);SOROCABA - SP;AL ITAPORANGA, 0;VILA NOVA SOROCABA;SEM DISTRITO;INTERIOR;SOROCABA;SP;18070-690;;0;0;abr/13;mar/15;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;PRONTO;9.000,00;;5;0;;Quadra Poli-Esportiva, Espaco Gourmet, Playground,;DELGADO SETZES;DELGADO SETZER INCORPORADORA E CONSTRUTORA;DELGADO SETZER INCORPORADORA E CONSTRUTORA;;;;DELGADO SETZER INCORPORADORA E CONSTRUTORA;;DELGADO SETZER INCORPORADORA E CONSTRUTORA;;;;;1 DORM;1;0;0;0;40,00;60,00;36;6;4;2,01;109.633,00;2.740,83;151.162,05;3.779,06;148.255,06;3.706,38;145.084,76;3.627,13;117.885,00;2.947,13;100,00;0,00;36;0;3.946.788,00;Preço Fechado;;;;24/03/2014;
312591113;19;BOULEVARD IPANEMA;TORRE 4,5 (2° FASE);SOROCABA - SP;AL ITAPORANGA, 0;VILA NOVA SOROCABA;SEM DISTRITO;;SOROCABA;SP;18070-690;;0;0;fev/14;mar/15;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;PRONTO;9.000,00;;5;0;;Quadra Poli-Esportiva, Espaco Gourmet, Playground,;DELGADO SETZES;DELGADO SETZER INCORPORADORA E CONSTRUTORA;DELGADO SETZER INCORPORADORA E CONSTRUTORA;;;;DELGADO SETZER INCORPORADORA E CONSTRUTORA;;DELGADO SETZER INCORPORADORA E CONSTRUTORA;;;;;1 DORM;1;0;1;0;40,00;60,00;24;6;4;2,38;124.430,00;3.110,75;160.765,63;4.019,14;159.662,54;3.991,56;153.651,22;3.841,28;117.000,00;2.925,00;100,00;0,00;24;0;2.986.320,00;Preço Fechado;;;;23/12/2014;
312591113;19;BOULEVARD IPANEMA;TORRE 4,5 (2° FASE);SOROCABA - SP;AL ITAPORANGA, 0;VILA NOVA SOROCABA;SEM DISTRITO;;SOROCABA;SP;18070-690;;0;0;fev/14;mar/15;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;PRONTO;9.000,00;;5;0;;Quadra Poli-Esportiva, Espaco Gourmet, Playground,;DELGADO SETZES;DELGADO SETZER INCORPORADORA E CONSTRUTORA;DELGADO SETZER INCORPORADORA E CONSTRUTORA;;;;DELGADO SETZER INCORPORADORA E CONSTRUTORA;;DELGADO SETZER INCORPORADORA E CONSTRUTORA;;;;;2 DORMS;2;0;1;1;50,00;75,00;24;6;4;2,38;129.870,00;2.597,40;167.794,20;3.355,88;166.642,88;3.332,86;160.368,76;3.207,38;130.155,00;2.603,10;100,00;0,00;24;0;3.116.880,00;Preço Fechado;;;;21/08/2014;
35490213;20;BRISA DO PARQUE;TORRE 1, TORRE 2, TORRE 3, TORRE 4, TORRE 5;SOROCABA - SP;R JOAO RIBEIRO DE BARROS, 700;VILA ODIM ANTAO;SEM DISTRITO;INTERIOR;SOROCABA;SP;18090-602;;0;0;jun/13;dez/16;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;11.067,00;;5;2;;Churrasqueira, Piscina Adulta, Salao de Festas, Salao de Jogos, Piscina Infantil, Playground, Fitness,;MULTIPLA;MULTIPLA ENGENHARIA LTDA;MULTIPLA ENGENHARIA LTDA;;;;MULTIPLA ENGENHARIA LTDA;;ITAPLAN IMOVEIS;R1 IMOVEIS;;;;2 DORMS;2;0;1;1;49,25;73,87;280;4;14;2,17;131.000,00;2.659,90;174.640,57;3.546,00;175.826,39;3.570,08;163.713,63;3.324,14;137.500,00;2.791,88;100,00;0,00;280;0;36.680.000,00;Preço Fechado;;;;17/11/2014;
35490213;20;BRISA DO PARQUE;TORRE 1, TORRE 2, TORRE 3, TORRE 4, TORRE 5;SOROCABA - SP;R JOAO RIBEIRO DE BARROS, 700;VILA ODIM ANTAO;SEM DISTRITO;INTERIOR;SOROCABA;SP;18090-602;;0;0;jun/13;dez/16;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;11.067,00;;5;2;;Churrasqueira, Piscina Adulta, Salao de Festas, Salao de Jogos, Piscina Infantil, Playground, Fitness,;MULTIPLA;MULTIPLA ENGENHARIA LTDA;MULTIPLA ENGENHARIA LTDA;;;;MULTIPLA ENGENHARIA LTDA;;ITAPLAN IMOVEIS;R1 IMOVEIS;;;;GARDEN;2;0;1;1;54,86;82,29;20;4;14;2,17;130.560,00;2.379,88;174.054,00;3.172,70;175.235,83;3.194,24;163.163,75;2.974,19;137.100,00;2.499,09;100,00;0,00;20;0;2.611.200,00;Preço Fechado;;;;17/09/2014;
370181214;21;BRISA DO PARQUE 2;TORRE 1, TORRE 2, TORRE 3, TORRE 4, TORRE 5;SOROCABA - SP;R JOAO RIBEIRO DE BARROS, 700;VILA ODIM ANTAO;SEM DISTRITO;;SOROCABA;SP;18090-602;;0;0;dez/14;jun/17;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;PRONTO;11.992,81;;5;2;;;MULTIPLA;MULTIPLA ENGENHARIA LTDA;MULTIPLA ENGENHARIA LTDA;;;;MULTIPLA ENGENHARIA LTDA;;BRASIL BROKERS SP;R1 IMOVEIS;;;;GARDEN;2;0;1;1;58,38;98,00;20;4;14;2,64;159.800,00;2.737,24;195.381,16;3.346,72;199.473,39;3.416,81;186.028,68;3.186,52;172.000,00;2.946,21;100,00;0,00;20;0;3.196.000,00;Preço Fechado;;;;30/08/2017;25 SDs
370181214;21;BRISA DO PARQUE 2;TORRE 1, TORRE 2, TORRE 3, TORRE 4, TORRE 5;SOROCABA - SP;R JOAO RIBEIRO DE BARROS, 700;VILA ODIM ANTAO;SEM DISTRITO;;SOROCABA;SP;18090-602;;0;0;dez/14;jun/17;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;PRONTO;11.992,81;;5;2;;;MULTIPLA;MULTIPLA ENGENHARIA LTDA;MULTIPLA ENGENHARIA LTDA;;;;MULTIPLA ENGENHARIA LTDA;;BRASIL BROKERS SP;R1 IMOVEIS;;;;2 DORMS;2;0;1;1;53,09;77,00;280;4;14;2,64;158.000,00;2.976,08;193.180,37;3.638,74;197.226,51;3.714,95;183.933,24;3.464,56;170.000,00;3.202,11;100,00;0,00;280;0;44.240.000,00;Preço Fechado;;;;30/08/2017;
316961213;22;CANNES;BL 1, BL 2, BL 3;SOCORRO - SP;R ANTONIO PEREZ HERNANDEZ, 465;PARQUE CAMPOLIM;SEM DISTRITO;;SOROCABA;SP;18048-115;ZR 2;0;0;fev/14;set/19;;;Res. Vertical;MEDIO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;9.990,00;;3;6;;Quadra Poli-Esportiva, Piscina Adulta, Salao de Festas, Salao de Jogos, Piscina Infantil, Sauna Seca, Playground, Fitness,;PLANETA;CONSTRUTORA PLANETA;CONSTRUTORA PLANETA;;;;CONSTRUTORA PLANETA;;CONSTRUTORA PLANETA;;;;;3 DORMS;3;1;2;2;92,00;138,00;180;4;16;2,38;440.000,00;4.782,61;568.487,33;6.179,21;564.586,64;6.136,81;543.329,89;5.905,76;605.000,00;6.576,09;77,78;22,22;140;40;79.200.000,00;Preço Fechado;;;;05/09/2018;WR: Revisado. 09/05
316961213;22;CANNES;BL 1, BL 2, BL 3;SOCORRO - SP;R ANTONIO PEREZ HERNANDEZ, 465;PARQUE CAMPOLIM;SEM DISTRITO;;SOROCABA;SP;18048-115;ZR 2;0;0;fev/14;set/19;;;Res. Vertical;MEDIO ALTO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;9.990,00;;3;6;;Quadra Poli-Esportiva, Piscina Adulta, Salao de Festas, Salao de Jogos, Piscina Infantil, Sauna Seca, Playground, Fitness,;PLANETA;CONSTRUTORA PLANETA;CONSTRUTORA PLANETA;;;;CONSTRUTORA PLANETA;;CONSTRUTORA PLANETA;;;;;GARDEN;3;3;4;3;128,00;210,16;12;4;16;2,38;680.000,00;5.312,50;878.571,32;6.863,84;872.542,99;6.816,74;839.691,64;6.560,09;586.000,00;4.578,13;100,00;0,00;12;0;8.160.000,00;Preço Fechado;;;;09/03/2018;
36277716;23;CASTELLAMMARE;;SOROCABA - SP;R PROFESSORA FRANCISCA DE QUEIROZ, 211;VILA INDEPENDENCIA;SEM DISTRITO;;SOROCABA;SP;18040-325;ZC;0;0;fev/13;abr/17;;;Res. Vertical;MEDIO;PADRAO SUPERIOR-C/ELEVADOR;EM OBRAS;505,86;;1;2;;Churrasqueira, Espaco Gourmet, Salao de Festas,;CARDIERI;CONSTRUTORA CARDIERI;CONSTRUTORA CARDIERI;;;;CONSTRUTORA CARDIERI;;CARDIERI IMOBILIARIA ADMINISTRADORA;;;;;COB DUPLEX;3;3;4;2;160,27;240,40;2;2;12;1,97;470.000,00;2.932,55;656.086,70;4.093,63;637.813,14;3.979,61;624.550,52;3.896,86;470.000,00;2.932,55;100,00;0,00;2;0;940.000,00;Preço de Custo;;;;01/09/2016;
36277716;23;CASTELLAMMARE;;SOROCABA - SP;R PROFESSORA FRANCISCA DE QUEIROZ, 211;VILA INDEPENDENCIA;SEM DISTRITO;;SOROCABA;SP;18040-325;ZC;0;0;fev/13;abr/17;;;Res. Vertical;MEDIO BAIXO;PADRAO SUPERIOR-C/ELEVADOR;EM OBRAS;505,86;;1;2;;Churrasqueira, Espaco Gourmet, Salao de Festas,;CARDIERI;CONSTRUTORA CARDIERI;CONSTRUTORA CARDIERI;;;;CONSTRUTORA CARDIERI;;CARDIERI IMOBILIARIA ADMINISTRADORA;;;;;3 DORMS;3;3;4;2;111,00;166,50;22;2;12;1,97;325.000,00;2.927,93;453.676,97;4.087,18;441.041,00;3.973,35;431.870,04;3.890,72;325.000,00;2.927,93;100,00;0,00;22;0;7.150.000,00;Preço de Custo;;;;01/09/2016;
38669217;24;CENTRO EMPRESARIAL METROPOLITANO;(LOTEAMENTO FECHADO COMERCIAL);SOROCABA - SP;AV INDEPENDENCIA, 2060;IPORANGA;SEM DISTRITO;;SOROCABA;SP;18087-101;ZI 1;0;0;fev/17;jun/18;;;Loteamento;;PADRAO MEDIO-S/ELEVADOR;EM OBRAS;812.441,93;;0;0;;Sala de Reuniao,;MGT;MGT BOLINA ENGENHARIA LTDA;MGT BOLINA ENGENHARIA LTDA;;;;MGT BOLINA ENGENHARIA LTDA;;MGT BOLINA ENGENHARIA LTDA;;;;;LOTE;0;0;0;0;1.200,00;1.200,00;167;0;0;3,10;696.000,00;580,00;738.153,98;615,13;728.079,16;606,73;730.988,17;609,16;820.000,00;683,33;70,66;29,34;118;49;116.232.000,00;Preço Fechado;;;;05/09/2018;VM: Ficha está ok. 09/05/2018
39323713;25;CHATEAU PORTAL DA COLINA;;SOROCABA - SP;R GIACOMO LONGOBARDI, 0;JARDIM EMILIA;SEM DISTRITO;;SOROCABA;SP;18031-090;;0;0;mai/13;out/15;;;Res. Vertical;MEDIO;PADRAO SUPERIOR-C/ELEVADOR;EM OBRAS;1.500,00;;1;2;;Piscina Adulta, Salao de Festas,;BRINK;BRINK INCORPORACOES E PARTICIPACOES;BRINK INCORPORACOES E PARTICIPACOES;;;;BRINK INCORPORACOES E PARTICIPACOES;;REIS IMOVEIS LTDA;;;;;3 DORMS;3;3;3;2;105,00;158,00;30;6;5;2,03;420.000,00;4.000,00;566.345,07;5.393,76;567.933,24;5.408,89;532.191,00;5.068,49;450.000,00;4.285,71;100,00;0,00;30;0;12.600.000,00;Preço Fechado;;;;01/07/2014;
32268218;26;COIMBRA;;SOROCABA - SP;R DOUTOR AMERICO FIGUEIREDO, 6105;JARDIM SIMUS;SEM DISTRITO;;SOROCABA;SP;18055-132;ZR 3;0;0;mai/17;jun/19;;;Res. Horizontal;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;EM OBRAS;62.000,00;;0;0;;Churrasqueira, Piscina Adulta, Salao de Festas, Piscina Infantil, Forno a Lenha, Playground, Pomar, Fitness,;MAGNUM;MAGNUM COMERCIAL E CONSTRUTORA LTDA;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;;;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;MAGNUM COMERCIAL E CONSTRUTORA LTDA;LGP CONSULTORIA DE BENS E IMOVEIS;;;CAIXA;2 DORMS;2;0;1;2;48,00;72,00;335;0;1;3,21;141.024,00;2.938,00;148.424,87;3.092,18;150.538,98;3.136,23;146.694,35;3.056,13;182.100,00;3.793,75;92,54;7,46;310;25;47.243.040,00;Preço Fechado;CAIXA;;;06/09/2018;CHAT. PSB: Ficha ok. 07.05
316871213;27;COSTA ALMEIDA;;SOROCABA - SP;R HUMBERTO NOTARI, 384;JARDIM GONCALVES;SEM DISTRITO;;SOROCABA;SP;18016-430;;0;0;fev/13;mar/15;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;PRONTO;1.480,86;;1;2;;Salao de Festas,;JJ SILVA;JJ SILVA EMPREENDIMENTOS IMOBILIARIOS;JJ SILVA EMPREENDIMENTOS IMOBILIARIOS;;;;JJ SILVA EMPREENDIMENTOS IMOBILIARIOS;;RIBERA NEGOCIOS IMOBILIARIOS LTDA;;;;;3 DORMS;3;1;2;2;85,76;128,64;36;4;10;1,97;265.647,00;3.097,56;370.824,39;4.323,97;360.496,06;4.203,54;352.999,94;4.116,13;345.000,00;4.022,85;100,00;0,00;36;0;9.563.292,00;Preço Fechado;;;;31/03/2017;4 andar
37204916;28;DIJON;;SOROCABA - SP;R ANTONIO PEREZ HERNANDEZ, 491;PARQUE CAMPOLIM;SEM DISTRITO;;SOROCABA;SP;18048-115;ZR 2;0;0;nov/16;dez/19;;;Res. Vertical;ALTO;PADRAO SUPERIOR-C/ELEVADOR;EM OBRAS;8.570,00;;1;2;;Quadra de Tennis, Piscina Adulta, Piscina Coberta, Salao de Festas, Salao de Jogos, Sauna Seca, Spa, Fitness, Piscina Climatizada,;PLANETA;CONSTRUTORA PLANETA;CONSTRUTORA PLANETA;;;;CONSTRUTORA PLANETA;;CONSTRUTORA PLANETA;LIBRA IMOVEIS E NEGOCIOS LTDA;;;;4 DORMS;4;4;4;4;314,00;471,00;46;2;25;3,34;1.913.000,00;6.092,36;2.057.546,21;6.552,70;2.026.566,85;6.454,04;2.010.345,76;6.402,38;1.940.000,00;6.178,34;54,35;45,65;25;21;87.998.000,00;Preço Fechado;;;;06/09/2018;VM: Ficha está ok. 03/05/2018
37204916;28;DIJON;;SOROCABA - SP;R ANTONIO PEREZ HERNANDEZ, 491;PARQUE CAMPOLIM;SEM DISTRITO;;SOROCABA;SP;18048-115;ZR 2;0;0;nov/16;dez/19;;;Res. Vertical;ALTO;PADRAO SUPERIOR-C/ELEVADOR;EM OBRAS;8.570,00;;1;2;;Quadra de Tennis, Piscina Adulta, Piscina Coberta, Salao de Festas, Salao de Jogos, Sauna Seca, Spa, Fitness, Piscina Climatizada,;PLANETA;CONSTRUTORA PLANETA;CONSTRUTORA PLANETA;;;;CONSTRUTORA PLANETA;;CONSTRUTORA PLANETA;LIBRA IMOVEIS E NEGOCIOS LTDA;;;;GARDEN;4;4;4;4;366,00;458,00;2;2;25;3,34;1.916.000,00;5.234,97;2.060.772,89;5.630,52;2.029.744,95;5.545,75;2.013.498,42;5.501,36;2.030.000,00;5.546,45;100,00;0,00;2;0;3.832.000,00;Preço Fechado;;;;03/05/2018;
37204916;28;DIJON;;SOROCABA - SP;R ANTONIO PEREZ HERNANDEZ, 491;PARQUE CAMPOLIM;SEM DISTRITO;;SOROCABA;SP;18048-115;ZR 2;0;0;nov/16;dez/19;;;Res. Vertical;ALTO;PADRAO SUPERIOR-C/ELEVADOR;EM OBRAS;8.570,00;;1;2;;Quadra de Tennis, Piscina Adulta, Piscina Coberta, Salao de Festas, Salao de Jogos, Sauna Seca, Spa, Fitness, Piscina Climatizada,;PLANETA;CONSTRUTORA PLANETA;CONSTRUTORA PLANETA;;;;CONSTRUTORA PLANETA;;CONSTRUTORA PLANETA;LIBRA IMOVEIS E NEGOCIOS LTDA;;;;COBERTURA;4;4;4;6;559,00;688,00;2;2;25;3,34;3.197.000,00;5.719,14;3.438.565,20;6.151,28;3.386.792,59;6.058,66;3.359.683,95;6.010,17;3.246.000,00;5.806,80;100,00;0,00;2;0;6.394.000,00;Preço Fechado;;;;07/02/2017;
34595316;29;DIVINA DALVA;;SOROCABA - SP;R JOAO MARTINS CLARO, 288;JARDIM MARIA DO CARMO;SEM DISTRITO;;SOROCABA;SP;18081-160;ZR 2;0;0;jun/13;ago/15;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-S/ELEVADOR;PRONTO;495,00;;1;0;;;INVEST PART;INVESTIDOR PARTICULAR;INVESTIDOR PARTICULAR;;;;INVESTIDOR PARTICULAR;;AE PATRIMONIO CONSULTORES IMOBILIARIOS;CASABRANCA MERCADO IMOBILIARIO;;;;2 DORMS;2;0;1;1;69,40;104,10;16;4;4;2,17;190.000,00;2.737,75;253.295,49;3.649,79;255.015,38;3.674,57;237.447,25;3.421,43;250.000,00;3.602,31;100,00;0,00;16;0;3.040.000,00;Preço Fechado;;;;24/03/2016;
32967418;30;DOC CAMPOLIM;BL 1, BL2;SOROCABA - SP;R ASSUNCAO, 415;JARDIM AMERICA;SEM DISTRITO;;SOROCABA;SP;18046-715;ZC;0;0;mai/18;mai/20;;;Res. Vertical;MEDIO ALTO;PADRAO SUPERIOR-C/ELEVADOR;LANÇAMENTO;2.623,00;;2;2;;Academia, Piscina Adulta, Piscina Coberta, Salao de Festas, Piscina Infantil, Brinquedoteca,;CRB;CRB INCORPORACAO E CONSTRUCAO LTDA;CRB INCORPORACAO E CONSTRUCAO LTDA;;;;CRB INCORPORACAO E CONSTRUCAO LTDA;;CRB IMOVEIS;;;;;3 DORMS;3;3;4;3;129,00;193,50;44;2;23;3,64;661.000,00;5.124,03;675.006,75;5.232,61;689.989,87;5.348,76;672.649,19;5.214,33;730.000,00;5.658,91;34,09;65,91;15;29;29.084.000,00;Preço Fechado;;;;06/09/2018;
32967418;30;DOC CAMPOLIM;BL 1, BL2;SOROCABA - SP;R ASSUNCAO, 415;JARDIM AMERICA;SEM DISTRITO;;SOROCABA;SP;18046-715;ZC;0;0;mai/18;mai/20;;;Res. Vertical;MEDIO ALTO;PADRAO SUPERIOR-C/ELEVADOR;LANÇAMENTO;2.623,00;;2;2;;Academia, Piscina Adulta, Piscina Coberta, Salao de Festas, Piscina Infantil, Brinquedoteca,;CRB;CRB INCORPORACAO E CONSTRUCAO LTDA;CRB INCORPORACAO E CONSTRUCAO LTDA;;;;CRB INCORPORACAO E CONSTRUCAO LTDA;;CRB IMOVEIS;;;;;GARDEN;3;2;3;2;199,00;298,00;2;2;23;3,64;799.000,00;4.015,08;815.931,00;4.100,16;834.042,22;4.191,17;813.081,24;4.085,84;799.000,00;4.015,08;50,00;50,00;1;1;1.598.000,00;Preço Fechado;;;;06/09/2018;
32967418;30;DOC CAMPOLIM;BL 1, BL2;SOROCABA - SP;R ASSUNCAO, 415;JARDIM AMERICA;SEM DISTRITO;;SOROCABA;SP;18046-715;ZC;0;0;mai/18;mai/20;;;Res. Vertical;MEDIO ALTO;PADRAO SUPERIOR-C/ELEVADOR;LANÇAMENTO;2.623,00;;2;2;;Academia, Piscina Adulta, Piscina Coberta, Salao de Festas, Piscina Infantil, Brinquedoteca,;CRB;CRB INCORPORACAO E CONSTRUCAO LTDA;CRB INCORPORACAO E CONSTRUCAO LTDA;;;;CRB INCORPORACAO E CONSTRUCAO LTDA;;CRB IMOVEIS;;;;;GARDEN;3;3;4;3;159,00;238,50;2;2;23;3,64;725.000,00;4.559,75;740.362,93;4.656,37;756.796,76;4.759,73;737.777,10;4.640,11;725.000,00;4.559,75;50,00;50,00;1;1;1.450.000,00;Preço Fechado;;;;06/09/2018;
32967418;30;DOC CAMPOLIM;BL 1, BL2;SOROCABA - SP;R ASSUNCAO, 415;JARDIM AMERICA;SEM DISTRITO;;SOROCABA;SP;18046-715;ZC;0;0;mai/18;mai/20;;;Res. Vertical;MEDIO;PADRAO SUPERIOR-C/ELEVADOR;LANÇAMENTO;2.623,00;;2;2;;Academia, Piscina Adulta, Piscina Coberta, Salao de Festas, Piscina Infantil, Brinquedoteca,;CRB;CRB INCORPORACAO E CONSTRUCAO LTDA;CRB INCORPORACAO E CONSTRUCAO LTDA;;;;CRB INCORPORACAO E CONSTRUCAO LTDA;;CRB IMOVEIS;;;;;2 DORMS;2;2;3;2;109,00;163,50;44;2;23;3,64;561.000,00;5.146,79;572.887,73;5.255,85;585.604,11;5.372,52;570.886,83;5.237,49;607.000,00;5.568,81;45,45;54,55;20;24;24.684.000,00;Preço Fechado;;;;06/09/2018;
